YEAR,YEAR_LONG,COUNTY_CODE,COUNTY_NAME,DISTRICT_CODE,DISTRICT_NAME,PK12_ENROLLMENT,PK_FULL_ENROLLMENT,PK_HALF_ENROLLMENT,PK_ENROLLMENT,K12_ENROLLMENT,CHG_PK12_ENROLLMENT,PCT_CHG_PK12_ENROLLMENT,CHG_10YR_PK12_ENROLLMENT,PCT_CHG_10Y_PK12_ENROLLMENT,CHG_K12_ENROLLMENT,PCT_CHG_K12_ENROLLMENT,CHG_10Y_K12_ENROLLMENT,PCT_CHG_10Y_K12_ENROLLMENT
2018,2018-19,80,Charters,6022,Burch Charter School Of Excellence,354,0,0,0,354,-1,-0.0028169014084507005,NA,NA,-1,-0.0028169014084507005,NA,NA
2019,2019-20,80,Charters,6022,Burch Charter School Of Excellence,354,0,0,0,354,0,0,NA,NA,0,0,NA,NA
2020,2020-21,80,Charters,6022,Burch Charter School Of Excellence,336,0,0,0,336,-18,-0.05084745762711862,NA,NA,-18,-0.05084745762711862,NA,NA
2021,2021-22,80,Charters,6022,Burch Charter School Of Excellence,338,0,0,0,338,2,0.005952380952380931,NA,NA,2,0.005952380952380931,NA,NA
2022,2022-23,80,Charters,6022,Burch Charter School Of Excellence,328,0,0,0,328,-10,-0.029585798816568087,-19,-0.05475504322766567,-10,-0.029585798816568087,-19,-0.05475504322766567
2023,2023-24,80,Charters,6022,Burch Charter School Of Excellence,318,0,0,0,318,-10,-0.030487804878048808,-24,-0.07017543859649122,-10,-0.030487804878048808,-24,-0.07017543859649122
2012,2012-13,80,Charters,6024,Camdens Pride Charter School,240,0,0,0,240,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,80,Charters,6024,Camdens Pride Charter School,241,0,0,0,241,1,0.004166666666666652,NA,NA,1,0.004166666666666652,NA,NA
2014,2014-15,80,Charters,6024,Camdens Pride Charter School,239,0,0,0,239,-2,-0.008298755186721962,NA,NA,-2,-0.008298755186721962,NA,NA
2015,2015-16,80,Charters,6024,Camdens Pride Charter School,243,0,0,0,243,4,0.01673640167364021,NA,NA,4,0.01673640167364021,NA,NA
2012,2012-13,80,Charters,6025,Paul Robeson Charter School For The Humanities,298,0,0,0,298,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,80,Charters,6025,Paul Robeson Charter School For The Humanities,366,0,0,0,366,68,0.22818791946308714,NA,NA,68,0.22818791946308714,NA,NA
2014,2014-15,80,Charters,6025,Paul Robeson Charter School For The Humanities,373,0,0,0,373,7,0.0191256830601092,NA,NA,7,0.0191256830601092,NA,NA
2015,2015-16,80,Charters,6025,Paul Robeson Charter School For The Humanities,375,0,0,0,375,2,0.00536193029490617,NA,NA,2,0.00536193029490617,NA,NA
2016,2016-17,80,Charters,6025,Paul Robeson Charter School For The Humanities,380,0,0,0,380,5,0.01333333333333342,NA,NA,5,0.01333333333333342,NA,NA
2017,2017-18,80,Charters,6025,Paul Robeson Charter School For The Humanities,380,0,0,0,380,0,0,NA,NA,0,0,NA,NA
2018,2018-19,80,Charters,6025,Paul Robeson Charter School For The Humanities,378,0,0,0,378,-2,-0.0052631578947368585,NA,NA,-2,-0.0052631578947368585,NA,NA
2019,2019-20,80,Charters,6025,Paul Robeson Charter School For The Humanities,381,0,0,0,381,3,0.007936507936507908,NA,NA,3,0.007936507936507908,NA,NA
2020,2020-21,80,Charters,6025,Paul Robeson Charter School For The Humanities,424,0,0,0,424,43,0.11286089238845154,NA,NA,43,0.11286089238845154,NA,NA
2021,2021-22,80,Charters,6025,Paul Robeson Charter School For The Humanities,434,0,0,0,434,10,0.02358490566037741,NA,NA,10,0.02358490566037741,NA,NA
2022,2022-23,80,Charters,6025,Paul Robeson Charter School For The Humanities,432,0,0,0,432,-2,-0.004608294930875556,134,0.44966442953020125,-2,-0.004608294930875556,134,0.44966442953020125
2023,2023-24,80,Charters,6025,Paul Robeson Charter School For The Humanities,434,0,0,0,434,2,0.004629629629629539,68,0.18579234972677594,2,0.004629629629629539,68,0.18579234972677594
2012,2012-13,80,Charters,6026,Riverbank Charter School Of Excellence,142,0,0,0,142,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,80,Charters,6026,Riverbank Charter School Of Excellence,144,0,0,0,144,2,0.014084507042253502,NA,NA,2,0.014084507042253502,NA,NA
2014,2014-15,80,Charters,6026,Riverbank Charter School Of Excellence,144,0,0,0,144,0,0,NA,NA,0,0,NA,NA
2015,2015-16,80,Charters,6026,Riverbank Charter School Of Excellence,143,0,0,0,143,-1,-0.00694444444444442,NA,NA,-1,-0.00694444444444442,NA,NA
2016,2016-17,80,Charters,6026,Riverbank Charter School Of Excellence,142,0,0,0,142,-1,-0.006993006993006978,NA,NA,-1,-0.006993006993006978,NA,NA
2017,2017-18,80,Charters,6026,Riverbank Charter School Of Excellence,144,0,0,0,144,2,0.014084507042253502,NA,NA,2,0.014084507042253502,NA,NA
2018,2018-19,80,Charters,6026,Riverbank Charter School Of Excellence,151,0,0,0,151,7,0.04861111111111116,NA,NA,7,0.04861111111111116,NA,NA
2019,2019-20,80,Charters,6026,Riverbank Charter School Of Excellence,153,0,0,0,153,2,0.013245033112582849,NA,NA,2,0.013245033112582849,NA,NA
2020,2020-21,80,Charters,6026,Riverbank Charter School Of Excellence,153,0,0,0,153,0,0,NA,NA,0,0,NA,NA
2021,2021-22,80,Charters,6026,Riverbank Charter School Of Excellence,155,0,0,0,155,2,0.013071895424836555,NA,NA,2,0.013071895424836555,NA,NA
2022,2022-23,80,Charters,6026,Riverbank Charter School Of Excellence,154,0,0,0,154,-1,-0.006451612903225823,12,0.08450704225352124,-1,-0.006451612903225823,12,0.08450704225352124
2023,2023-24,80,Charters,6026,Riverbank Charter School Of Excellence,153,0,0,0,153,-1,-0.00649350649350644,9,0.0625,-1,-0.00649350649350644,9,0.0625
2012,2012-13,80,Charters,6027,The Institute For Excellence Charter School,463,0,0,0,463,NA,NA,NA,NA,NA,NA,NA,NA
2012,2012-13,80,Charters,6028,Vineland Public Charter School,223,0,0,0,223,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,80,Charters,6028,Vineland Public Charter School,264,0,0,0,264,41,0.18385650224215255,NA,NA,41,0.18385650224215255,NA,NA
2014,2014-15,80,Charters,6028,Vineland Public Charter School,300,0,0,0,300,36,0.13636363636363646,NA,NA,36,0.13636363636363646,NA,NA
2015,2015-16,80,Charters,6028,Vineland Public Charter School,336,0,0,0,336,36,0.1200000000000001,NA,NA,36,0.1200000000000001,NA,NA
2016,2016-17,80,Charters,6028,Vineland Public Charter School,402,30,0,30,372,66,0.1964285714285714,NA,NA,36,0.1071428571428572,NA,NA
2017,2017-18,80,Charters,6028,Vineland Public Charter School,443,31,0,31,412,41,0.10199004975124382,NA,NA,40,0.10752688172043001,NA,NA
2018,2018-19,80,Charters,6028,Vineland Public Charter School,383,31,0,31,352,-60,-0.13544018058690743,NA,NA,-60,-0.1456310679611651,NA,NA
2019,2019-20,80,Charters,6028,Vineland Public Charter School,337,34,0,34,303,-46,-0.1201044386422977,NA,NA,-49,-0.13920454545454541,NA,NA
2020,2020-21,80,Charters,6028,Vineland Public Charter School,384,32,0,32,352,47,0.13946587537091992,NA,NA,49,0.16171617161716179,NA,NA
2021,2021-22,80,Charters,6028,Vineland Public Charter School,414,30,0,30,384,30,0.078125,NA,NA,32,0.09090909090909083,NA,NA
2022,2022-23,80,Charters,6028,Vineland Public Charter School,433,30,0,30,403,19,0.04589371980676327,210,0.9417040358744395,19,0.04947916666666674,180,0.8071748878923768
2023,2023-24,80,Charters,6028,Vineland Public Charter School,424,31,0,31,393,-9,-0.020785219399538146,160,0.606060606060606,-10,-0.02481389578163773,129,0.48863636363636354
2012,2012-13,80,Charters,6029,Newark Educators Community Charter School,278,0,0,0,278,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,80,Charters,6029,Newark Educators Community Charter School,277,0,0,0,277,-1,-0.003597122302158251,NA,NA,-1,-0.003597122302158251,NA,NA
2014,2014-15,80,Charters,6029,Newark Educators Community Charter School,314,15,0,15,299,37,0.1335740072202165,NA,NA,22,0.07942238267148016,NA,NA
2015,2015-16,80,Charters,6029,Newark Educators Community Charter School,302,46,0,46,256,-12,-0.03821656050955413,NA,NA,-43,-0.14381270903010035,NA,NA
2016,2016-17,80,Charters,6029,Newark Educators Community Charter School,296,45,0,45,251,-6,-0.019867549668874163,NA,NA,-5,-0.01953125,NA,NA
2017,2017-18,80,Charters,6029,Newark Educators Community Charter School,291,44,0,44,247,-5,-0.016891891891891886,NA,NA,-4,-0.015936254980079667,NA,NA
2018,2018-19,80,Charters,6029,Newark Educators Community Charter School,299,45,0,45,254,8,0.027491408934707806,NA,NA,7,0.028340080971659853,NA,NA
2019,2019-20,80,Charters,6029,Newark Educators Community Charter School,266,41,0,41,225,-33,-0.11036789297658867,NA,NA,-29,-0.11417322834645671,NA,NA
2020,2020-21,80,Charters,6029,Newark Educators Community Charter School,260,44,0,44,216,-6,-0.022556390977443663,NA,NA,-9,-0.040000000000000036,NA,NA
2021,2021-22,80,Charters,6029,Newark Educators Community Charter School,237,42,0,42,195,-23,-0.08846153846153848,NA,NA,-21,-0.09722222222222221,NA,NA
2022,2022-23,80,Charters,6029,Newark Educators Community Charter School,169,40,0,40,129,-68,-0.28691983122362874,-109,-0.3920863309352518,-66,-0.3384615384615385,-149,-0.5359712230215827
2023,2023-24,80,Charters,6029,Newark Educators Community Charter School,144,35,0,35,109,-25,-0.14792899408284022,-133,-0.48014440433213,-20,-0.15503875968992253,-168,-0.6064981949458483
2012,2012-13,80,Charters,6030,The Ethical Community Charter School School Distirct,240,0,0,0,240,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,80,Charters,6030,The Ethical Community Charter School School Distirct,276,0,0,0,276,36,0.1499999999999999,NA,NA,36,0.1499999999999999,NA,NA
2014,2014-15,80,Charters,6030,The Ethical Community Charter School School Distirct,307,0,0,0,307,31,0.1123188405797102,NA,NA,31,0.1123188405797102,NA,NA
2015,2015-16,80,Charters,6030,The Ethical Community Charter School School Distirct,343,0,0,0,343,36,0.11726384364820852,NA,NA,36,0.11726384364820852,NA,NA
2016,2016-17,80,Charters,6030,The Ethical Community Charter School School Distirct,369,0,0,0,369,26,0.07580174927113692,NA,NA,26,0.07580174927113692,NA,NA
2017,2017-18,80,Charters,6030,The Ethical Community Charter School School Distirct,377,0,0,0,377,8,0.021680216802167918,NA,NA,8,0.021680216802167918,NA,NA
2018,2018-19,80,Charters,6030,The Ethical Community Charter School School Distirct,387,0,0,0,387,10,0.02652519893899208,NA,NA,10,0.02652519893899208,NA,NA
2019,2019-20,80,Charters,6030,The Ethical Community Charter School School Distirct,397,0,0,0,397,10,0.025839793281653645,NA,NA,10,0.025839793281653645,NA,NA
2020,2020-21,80,Charters,6030,The Ethical Community Charter School School Distirct,390,0,0,0,390,-7,-0.017632241813602012,NA,NA,-7,-0.017632241813602012,NA,NA
2021,2021-22,80,Charters,6030,The Ethical Community Charter School School Distirct,368,0,0,0,368,-22,-0.05641025641025643,NA,NA,-22,-0.05641025641025643,NA,NA
2022,2022-23,80,Charters,6030,The Ethical Community Charter School School Distirct,380,0,0,0,380,12,0.032608695652173836,140,0.5833333333333333,12,0.032608695652173836,140,0.5833333333333333
2023,2023-24,80,Charters,6030,The Ethical Community Charter School School Distirct,351,0,0,0,351,-29,-0.07631578947368423,75,0.2717391304347827,-29,-0.07631578947368423,75,0.2717391304347827
2012,2012-13,80,Charters,6032,Academy For Urban Leadership Charter School,298,0,0,0,298,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,80,Charters,6032,Academy For Urban Leadership Charter School,398,0,0,0,398,100,0.3355704697986577,NA,NA,100,0.3355704697986577,NA,NA
2014,2014-15,80,Charters,6032,Academy For Urban Leadership Charter School,386,0,0,0,386,-12,-0.03015075376884424,NA,NA,-12,-0.03015075376884424,NA,NA
2015,2015-16,80,Charters,6032,Academy For Urban Leadership Charter School,393,0,0,0,393,7,0.0181347150259068,NA,NA,7,0.0181347150259068,NA,NA
2016,2016-17,80,Charters,6032,Academy For Urban Leadership Charter School,497,0,0,0,497,104,0.2646310432569974,NA,NA,104,0.2646310432569974,NA,NA
2017,2017-18,80,Charters,6032,Academy For Urban Leadership Charter School,576,0,0,0,576,79,0.15895372233400407,NA,NA,79,0.15895372233400407,NA,NA
2018,2018-19,80,Charters,6032,Academy For Urban Leadership Charter School,552,0,0,0,552,-24,-0.04166666666666663,NA,NA,-24,-0.04166666666666663,NA,NA
2019,2019-20,80,Charters,6032,Academy For Urban Leadership Charter School,549,0,0,0,549,-3,-0.005434782608695676,NA,NA,-3,-0.005434782608695676,NA,NA
2020,2020-21,80,Charters,6032,Academy For Urban Leadership Charter School,486,0,0,0,486,-63,-0.11475409836065575,NA,NA,-63,-0.11475409836065575,NA,NA
2021,2021-22,80,Charters,6032,Academy For Urban Leadership Charter School,414,0,0,0,414,-72,-0.14814814814814814,NA,NA,-72,-0.14814814814814814,NA,NA
2022,2022-23,80,Charters,6032,Academy For Urban Leadership Charter School,376,0,0,0,376,-38,-0.09178743961352653,78,0.261744966442953,-38,-0.09178743961352653,78,0.261744966442953
2023,2023-24,80,Charters,6032,Academy For Urban Leadership Charter School,332,0,0,0,332,-44,-0.11702127659574468,-66,-0.16582914572864327,-44,-0.11702127659574468,-66,-0.16582914572864327
2012,2012-13,80,Charters,6033,The Barack Obama Green Charter High School District,163,0,0,0,163,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,80,Charters,6033,The Barack Obama Green Charter High School District,204,0,0,0,204,41,0.25153374233128845,NA,NA,41,0.25153374233128845,NA,NA
2014,2014-15,80,Charters,6033,The Barack Obama Green Charter High School District,233,0,0,0,233,29,0.14215686274509798,NA,NA,29,0.14215686274509798,NA,NA
2015,2015-16,80,Charters,6033,The Barack Obama Green Charter High School District,227,0,0,0,227,-6,-0.025751072961373356,NA,NA,-6,-0.025751072961373356,NA,NA
2016,2016-17,80,Charters,6033,The Barack Obama Green Charter High School District,224,0,0,0,224,-3,-0.013215859030836996,NA,NA,-3,-0.013215859030836996,NA,NA
2017,2017-18,80,Charters,6033,The Barack Obama Green Charter High School District,243,0,0,0,243,19,0.0848214285714286,NA,NA,19,0.0848214285714286,NA,NA
2018,2018-19,80,Charters,6033,The Barack Obama Green Charter High School District,238,0,0,0,238,-5,-0.020576131687242816,NA,NA,-5,-0.020576131687242816,NA,NA
2019,2019-20,80,Charters,6033,The Barack Obama Green Charter High School District,231,0,0,0,231,-7,-0.02941176470588236,NA,NA,-7,-0.02941176470588236,NA,NA
2020,2020-21,80,Charters,6033,The Barack Obama Green Charter High School District,240,0,0,0,240,9,0.03896103896103886,NA,NA,9,0.03896103896103886,NA,NA
2021,2021-22,80,Charters,6033,The Barack Obama Green Charter High School District,231,0,0,0,231,-9,-0.03749999999999998,NA,NA,-9,-0.03749999999999998,NA,NA
2022,2022-23,80,Charters,6033,The Barack Obama Green Charter High School District,257,0,0,0,257,26,0.11255411255411252,94,0.5766871165644172,26,0.11255411255411252,94,0.5766871165644172
2023,2023-24,80,Charters,6033,The Barack Obama Green Charter High School District,311,0,0,0,311,54,0.21011673151750965,107,0.5245098039215685,54,0.21011673151750965,107,0.5245098039215685
2012,2012-13,80,Charters,6036,Hoboken Dual Language Charter School,208,0,0,0,208,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,80,Charters,6036,Hoboken Dual Language Charter School,246,0,0,0,246,38,0.1826923076923077,NA,NA,38,0.1826923076923077,NA,NA
2014,2014-15,80,Charters,6036,Hoboken Dual Language Charter School,291,0,0,0,291,45,0.18292682926829262,NA,NA,45,0.18292682926829262,NA,NA
2015,2015-16,80,Charters,6036,Hoboken Dual Language Charter School,326,0,0,0,326,35,0.1202749140893471,NA,NA,35,0.1202749140893471,NA,NA
2016,2016-17,80,Charters,6036,Hoboken Dual Language Charter School,365,0,0,0,365,39,0.11963190184049077,NA,NA,39,0.11963190184049077,NA,NA
2017,2017-18,80,Charters,6036,Hoboken Dual Language Charter School,389,0,0,0,389,24,0.0657534246575342,NA,NA,24,0.0657534246575342,NA,NA
2018,2018-19,80,Charters,6036,Hoboken Dual Language Charter School,399,0,0,0,399,10,0.02570694087403602,NA,NA,10,0.02570694087403602,NA,NA
2019,2019-20,80,Charters,6036,Hoboken Dual Language Charter School,408,0,0,0,408,9,0.022556390977443552,NA,NA,9,0.022556390977443552,NA,NA
2020,2020-21,80,Charters,6036,Hoboken Dual Language Charter School,395,0,0,0,395,-13,-0.031862745098039214,NA,NA,-13,-0.031862745098039214,NA,NA
2021,2021-22,80,Charters,6036,Hoboken Dual Language Charter School,417,0,0,0,417,22,0.055696202531645644,NA,NA,22,0.055696202531645644,NA,NA
2022,2022-23,80,Charters,6036,Hoboken Dual Language Charter School,422,0,0,0,422,5,0.011990407673860837,214,1.0288461538461537,5,0.011990407673860837,214,1.0288461538461537
2023,2023-24,80,Charters,6036,Hoboken Dual Language Charter School,432,0,0,0,432,10,0.023696682464454888,186,0.7560975609756098,10,0.023696682464454888,186,0.7560975609756098
2012,2012-13,80,Charters,6037,Newark Legacy Cs,242,0,0,0,242,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,80,Charters,6037,Newark Legacy Cs,295,0,0,0,295,53,0.21900826446280997,NA,NA,53,0.21900826446280997,NA,NA
2014,2014-15,80,Charters,6037,Newark Legacy Cs,610,29,0,29,581,315,1.0677966101694913,NA,NA,286,0.9694915254237289,NA,NA
2015,2015-16,80,Charters,6037,Newark Legacy Cs,642,45,0,45,597,32,0.05245901639344264,NA,NA,16,0.027538726333907082,NA,NA
2012,2012-13,80,Charters,6038,Visions Academy Cs,339,0,0,0,339,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,80,Charters,6038,Visions Academy Cs,425,0,0,0,425,86,0.2536873156342183,NA,NA,86,0.2536873156342183,NA,NA
2012,2012-13,80,Charters,6041,Hatikvah International Academy Charter School,110,0,0,0,110,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,80,Charters,6041,Hatikvah International Academy Charter School,263,0,0,0,263,153,1.390909090909091,NA,NA,153,1.390909090909091,NA,NA
2014,2014-15,80,Charters,6041,Hatikvah International Academy Charter School,298,0,0,0,298,35,0.13307984790874516,NA,NA,35,0.13307984790874516,NA,NA
2015,2015-16,80,Charters,6041,Hatikvah International Academy Charter School,336,0,0,0,336,38,0.12751677852348986,NA,NA,38,0.12751677852348986,NA,NA
2016,2016-17,80,Charters,6041,Hatikvah International Academy Charter School,375,0,0,0,375,39,0.1160714285714286,NA,NA,39,0.1160714285714286,NA,NA
2017,2017-18,80,Charters,6041,Hatikvah International Academy Charter School,442,0,0,0,442,67,0.17866666666666675,NA,NA,67,0.17866666666666675,NA,NA
2018,2018-19,80,Charters,6041,Hatikvah International Academy Charter School,492,0,0,0,492,50,0.1131221719457014,NA,NA,50,0.1131221719457014,NA,NA
2019,2019-20,80,Charters,6041,Hatikvah International Academy Charter School,518,0,0,0,518,26,0.05284552845528445,NA,NA,26,0.05284552845528445,NA,NA
2020,2020-21,80,Charters,6041,Hatikvah International Academy Charter School,546,0,0,0,546,28,0.054054054054053946,NA,NA,28,0.054054054054053946,NA,NA
2021,2021-22,80,Charters,6041,Hatikvah International Academy Charter School,571,0,0,0,571,25,0.04578754578754585,NA,NA,25,0.04578754578754585,NA,NA
2022,2022-23,80,Charters,6041,Hatikvah International Academy Charter School,595,0,0,0,595,24,0.042031523642731994,485,4.409090909090909,24,0.042031523642731994,485,4.409090909090909
2023,2023-24,80,Charters,6041,Hatikvah International Academy Charter School,637,0,0,0,637,42,0.07058823529411762,374,1.4220532319391634,42,0.07058823529411762,374,1.4220532319391634
2012,2012-13,80,Charters,6044,Renaissance Regional Leadership Cs,148,0,0,0,148,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,80,Charters,6044,Renaissance Regional Leadership Cs,160,0,0,0,160,12,0.08108108108108114,NA,NA,12,0.08108108108108114,NA,NA
2012,2012-13,80,Charters,6053,Great Oaks Legacy Charter School,206,0,0,0,206,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,80,Charters,6053,Great Oaks Legacy Charter School,277,0,0,0,277,71,0.34466019417475735,NA,NA,71,0.34466019417475735,NA,NA
2014,2014-15,80,Charters,6053,Great Oaks Legacy Charter School,352,0,0,0,352,75,0.2707581227436824,NA,NA,75,0.2707581227436824,NA,NA
2015,2015-16,80,Charters,6053,Great Oaks Legacy Charter School,489,0,0,0,489,137,0.3892045454545454,NA,NA,137,0.3892045454545454,NA,NA
2016,2016-17,80,Charters,6053,Great Oaks Legacy Charter School,1332,45,0,45,1287,843,1.723926380368098,NA,NA,798,1.6319018404907975,NA,NA
2017,2017-18,80,Charters,6053,Great Oaks Legacy Charter School,1445,60,0,60,1385,113,0.0848348348348349,NA,NA,98,0.07614607614607616,NA,NA
2018,2018-19,80,Charters,6053,Great Oaks Legacy Charter School,1622,59,0,59,1563,177,0.12249134948096896,NA,NA,178,0.12851985559566792,NA,NA
2019,2019-20,80,Charters,6053,Great Oaks Legacy Charter School,1675,0,0,0,1675,53,0.032675709001233066,NA,NA,112,0.07165706973768393,NA,NA
2020,2020-21,80,Charters,6053,Great Oaks Legacy Charter School,1880,50,0,50,1830,205,0.12238805970149258,NA,NA,155,0.09253731343283578,NA,NA
2021,2021-22,80,Charters,6053,Great Oaks Legacy Charter School,1985,59,0,59,1926,105,0.05585106382978733,NA,NA,96,0.05245901639344264,NA,NA
2022,2022-23,80,Charters,6053,Great Oaks Legacy Charter School,2012,56,0,56,1956,27,0.013602015113350019,1806,8.766990291262136,30,0.015576323987538832,1750,8.495145631067961
2023,2023-24,80,Charters,6053,Great Oaks Legacy Charter School,2124,50,0,50,2074,112,0.055666003976143186,1847,6.667870036101083,118,0.06032719836400813,1797,6.487364620938628
2012,2012-13,80,Charters,6057,Peoples Preparatory Charter School,190,0,0,0,190,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,80,Charters,6057,Peoples Preparatory Charter School,273,0,0,0,273,83,0.4368421052631579,NA,NA,83,0.4368421052631579,NA,NA
2014,2014-15,80,Charters,6057,Peoples Preparatory Charter School,370,0,0,0,370,97,0.3553113553113554,NA,NA,97,0.3553113553113554,NA,NA
2015,2015-16,80,Charters,6057,Peoples Preparatory Charter School,377,0,0,0,377,7,0.018918918918918948,NA,NA,7,0.018918918918918948,NA,NA
2016,2016-17,80,Charters,6057,Peoples Preparatory Charter School,382,0,0,0,382,5,0.013262599469495928,NA,NA,5,0.013262599469495928,NA,NA
2017,2017-18,80,Charters,6057,Peoples Preparatory Charter School,383,0,0,0,383,1,0.002617801047120505,NA,NA,1,0.002617801047120505,NA,NA
2018,2018-19,80,Charters,6057,Peoples Preparatory Charter School,385,0,0,0,385,2,0.005221932114882533,NA,NA,2,0.005221932114882533,NA,NA
2019,2019-20,80,Charters,6057,Peoples Preparatory Charter School,405,0,0,0,405,20,0.051948051948051965,NA,NA,20,0.051948051948051965,NA,NA
2020,2020-21,80,Charters,6057,Peoples Preparatory Charter School,403,0,0,0,403,-2,-0.004938271604938316,NA,NA,-2,-0.004938271604938316,NA,NA
2021,2021-22,80,Charters,6057,Peoples Preparatory Charter School,365,0,0,0,365,-38,-0.09429280397022333,NA,NA,-38,-0.09429280397022333,NA,NA
2022,2022-23,80,Charters,6057,Peoples Preparatory Charter School,340,0,0,0,340,-25,-0.06849315068493156,150,0.7894736842105263,-25,-0.06849315068493156,150,0.7894736842105263
2012,2012-13,80,Charters,6058,Roseville Community Charter School,190,0,0,0,190,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,80,Charters,6058,Roseville Community Charter School,259,0,0,0,259,69,0.3631578947368421,NA,NA,69,0.3631578947368421,NA,NA
2014,2014-15,80,Charters,6058,Roseville Community Charter School,320,0,0,0,320,61,0.2355212355212355,NA,NA,61,0.2355212355212355,NA,NA
2015,2015-16,80,Charters,6058,Roseville Community Charter School,349,0,0,0,349,29,0.09062499999999996,NA,NA,29,0.09062499999999996,NA,NA
2016,2016-17,80,Charters,6058,Roseville Community Charter School,316,0,0,0,316,-33,-0.09455587392550147,NA,NA,-33,-0.09455587392550147,NA,NA
2017,2017-18,80,Charters,6058,Roseville Community Charter School,325,0,0,0,325,9,0.028481012658227778,NA,NA,9,0.028481012658227778,NA,NA
2018,2018-19,80,Charters,6058,Roseville Community Charter School,328,0,0,0,328,3,0.009230769230769154,NA,NA,3,0.009230769230769154,NA,NA
2019,2019-20,80,Charters,6058,Roseville Community Charter School,267,0,0,0,267,-61,-0.18597560975609762,NA,NA,-61,-0.18597560975609762,NA,NA
2020,2020-21,80,Charters,6058,Roseville Community Charter School,277,0,0,0,277,10,0.03745318352059934,NA,NA,10,0.03745318352059934,NA,NA
2021,2021-22,80,Charters,6058,Roseville Community Charter School,260,0,0,0,260,-17,-0.06137184115523464,NA,NA,-17,-0.06137184115523464,NA,NA
2022,2022-23,80,Charters,6058,Roseville Community Charter School,272,0,0,0,272,12,0.04615384615384621,82,0.43157894736842106,12,0.04615384615384621,82,0.43157894736842106
2023,2023-24,80,Charters,6058,Roseville Community Charter School,286,0,0,0,286,14,0.05147058823529416,27,0.10424710424710426,14,0.05147058823529416,27,0.10424710424710426
2012,2012-13,80,Charters,6059,Newark Prep Charter School,179,0,0,0,179,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,80,Charters,6059,Newark Prep Charter School,302,0,0,0,302,123,0.6871508379888269,NA,NA,123,0.6871508379888269,NA,NA
2014,2014-15,80,Charters,6059,Newark Prep Charter School,411,0,0,0,411,109,0.36092715231788075,NA,NA,109,0.36092715231788075,NA,NA
2015,2015-16,80,Charters,6059,Newark Prep Charter School,448,0,0,0,448,37,0.09002433090024331,NA,NA,37,0.09002433090024331,NA,NA
2016,2016-17,80,Charters,6059,Newark Prep Charter School,429,0,0,0,429,-19,-0.0424107142857143,NA,NA,-19,-0.0424107142857143,NA,NA
2014,2014-15,80,Charters,6060,Atlantic Community Charter School,150,0,0,0,150,NA,NA,NA,NA,NA,NA,NA,NA
2015,2015-16,80,Charters,6060,Atlantic Community Charter School,150,0,0,0,150,0,0,NA,NA,0,0,NA,NA
2016,2016-17,80,Charters,6060,Atlantic Community Charter School,306,0,0,0,306,156,1.04,NA,NA,156,1.04,NA,NA
2017,2017-18,80,Charters,6060,Atlantic Community Charter School,384,0,0,0,384,78,0.2549019607843137,NA,NA,78,0.2549019607843137,NA,NA
2018,2018-19,80,Charters,6060,Atlantic Community Charter School,388,0,0,0,388,4,0.01041666666666674,NA,NA,4,0.01041666666666674,NA,NA
2019,2019-20,80,Charters,6060,Atlantic Community Charter School,371,0,0,0,371,-17,-0.04381443298969068,NA,NA,-17,-0.04381443298969068,NA,NA
2020,2020-21,80,Charters,6060,Atlantic Community Charter School,354,0,0,0,354,-17,-0.04582210242587603,NA,NA,-17,-0.04582210242587603,NA,NA
2021,2021-22,80,Charters,6060,Atlantic Community Charter School,333,0,0,0,333,-21,-0.05932203389830504,NA,NA,-21,-0.05932203389830504,NA,NA
2022,2022-23,80,Charters,6060,Atlantic Community Charter School,330,0,0,0,330,-3,-0.009009009009009028,NA,NA,-3,-0.009009009009009028,NA,NA
2023,2023-24,80,Charters,6060,Atlantic Community Charter School,344,0,0,0,344,14,0.042424242424242475,NA,NA,14,0.042424242424242475,NA,NA
2013,2013-14,80,Charters,6063,Camden Community Charter School,149,0,0,0,149,NA,NA,NA,NA,NA,NA,NA,NA
2014,2014-15,80,Charters,6063,Camden Community Charter School,398,0,0,0,398,249,1.6711409395973154,NA,NA,249,1.6711409395973154,NA,NA
