YEAR,YEAR_LONG,COUNTY_CODE,COUNTY_NAME,DISTRICT_CODE,DISTRICT_NAME,TOTAL_ENROLLMENT,CHG,PCT_CHG,CHG_10Y,PCT_CHG_10Y
2018,2018-19,03,Bergen,0290,Bergen County Vocational,2348,70.5,0.030954994511525724,NA,NA
2019,2019-20,03,Bergen,0290,Bergen County Vocational Technical School District,2388,40,0.017035775127768327,NA,NA
2020,2020-21,03,Bergen,0290,Bergen County Vocational Technical School District,2446.5,58.5,0.02449748743718594,NA,NA
2021,2021-22,03,Bergen,0290,Bergen County Vocational Technical School District,2492.5,46,0.01880237073370128,NA,NA
2022,2022-23,03,Bergen,0290,Bergen County Vocational Technical School District,2675.5,183,0.07342026078234709,530,0.24702866464693551
2013,2013-14,03,Bergen,0300,Bergenfield Boro,3505,NA,NA,NA,NA
2014,2014-15,03,Bergen,0300,Bergenfield Boro,3440,-65,-0.01854493580599148,NA,NA
2015,2015-16,03,Bergen,0300,Bergenfield Boro,3505.5,65.5,0.019040697674418627,NA,NA
2016,2016-17,03,Bergen,0300,Bergenfield Boro,3526,20.5,0.005847953216374213,NA,NA
2017,2017-18,03,Bergen,0300,Bergenfield Boro,3537,11,0.00311968235961424,NA,NA
2018,2018-19,03,Bergen,0300,Bergenfield Boro,3538,1,2.8272547356511524e-4,NA,NA
2019,2019-20,03,Bergen,0300,Bergenfield Boro,3627,89,0.02515545505935557,NA,NA
2020,2020-21,03,Bergen,0300,Bergenfield Borough School District,3652,25,0.006892748828232653,NA,NA
2021,2021-22,03,Bergen,0300,Bergenfield Borough School District,3650,-2,-5.476451259583959e-4,NA,NA
2022,2022-23,03,Bergen,0300,Bergenfield Borough School District,3645,-5,-0.00136986301369868,140,0.0399429386590584
2013,2013-14,03,Bergen,0440,Bogota Boro,1096.5,NA,NA,NA,NA
2014,2014-15,03,Bergen,0440,Bogota Boro,1088.5,-8,-0.00729594163246694,NA,NA
2015,2015-16,03,Bergen,0440,Bogota Boro,1128.5,40,0.03674781809830052,NA,NA
2016,2016-17,03,Bergen,0440,Bogota Boro,1089,-39.5,-0.035002215330084185,NA,NA
2017,2017-18,03,Bergen,0440,Bogota Boro,1105,16,0.01469237832874204,NA,NA
2018,2018-19,03,Bergen,0440,Bogota Boro,1097.5,-7.5,-0.006787330316742057,NA,NA
2019,2019-20,03,Bergen,0440,Bogota Boro,1107,9.5,0.008656036446469173,NA,NA
2020,2020-21,03,Bergen,0440,Bogota Public School District,1199,92,0.08310749774164417,NA,NA
2021,2021-22,03,Bergen,0440,Bogota Public School District,1258.5,59.5,0.049624687239366194,NA,NA
2022,2022-23,03,Bergen,0440,Bogota Public School District,1302,43.5,0.03456495828367112,205.5,0.18741450068399446
2013,2013-14,03,Bergen,0740,Carlstadt Boro,594,NA,NA,NA,NA
2014,2014-15,03,Bergen,0740,Carlstadt Boro,570,-24,-0.04040404040404044,NA,NA
2015,2015-16,03,Bergen,0740,Carlstadt Boro,561,-9,-0.015789473684210575,NA,NA
2016,2016-17,03,Bergen,0740,Carlstadt Boro,539,-22,-0.039215686274509776,NA,NA
2017,2017-18,03,Bergen,0740,Carlstadt Boro,534,-5,-0.00927643784786647,NA,NA
2018,2018-19,03,Bergen,0740,Carlstadt Boro,549,15,0.028089887640449396,NA,NA
2019,2019-20,03,Bergen,0740,Carlstadt Boro,537,-12,-0.021857923497267784,NA,NA
2020,2020-21,03,Bergen,0740,Carlstadt Publicschool District,516,-21,-0.03910614525139666,NA,NA
2021,2021-22,03,Bergen,0740,Carlstadt Public School District,519,3,0.005813953488372103,NA,NA
2022,2022-23,03,Bergen,0740,Carlstadt Public School District,520,1,0.0019267822736031004,-74,-0.12457912457912457
2013,2013-14,03,Bergen,0745,Carlstadt-East Rutherford,492,NA,NA,NA,NA
2014,2014-15,03,Bergen,0745,Carlstadt-East Rutherford,488.5,-3.5,-0.007113821138211351,NA,NA
2015,2015-16,03,Bergen,0745,Carlstadt-East Rutherford,460.5,-28,-0.057318321392016425,NA,NA
2016,2016-17,03,Bergen,0745,Carlstadt-East Rutherford,468.5,8,0.017372421281216077,NA,NA
2017,2017-18,03,Bergen,0745,Carlstadt-East Rutherford,473.5,5,0.01067235859124871,NA,NA
2018,2018-19,03,Bergen,0745,Carlstadt-East Rutherford,487,13.5,0.028511087645195277,NA,NA
2019,2019-20,03,Bergen,0745,Carlstadt-East Rutherford,519.5,32.5,0.06673511293634493,NA,NA
2020,2020-21,03,Bergen,0745,Carlstadt-East Rutherford Regional High School District,570.5,51,0.0981713185755535,NA,NA
2021,2021-22,03,Bergen,0745,Carlstadt-East Rutherford Regional High School District,647.5,77,0.13496932515337434,NA,NA
2022,2022-23,03,Bergen,0745,Carlstadt-East Rutherford Regional High School District,767,119.5,0.18455598455598454,275,0.5589430894308942
2013,2013-14,03,Bergen,0890,Cliffside Park Boro,2901,NA,NA,NA,NA
2014,2014-15,03,Bergen,0890,Cliffside Park Boro,2967.5,66.5,0.02292312995518797,NA,NA
2015,2015-16,03,Bergen,0890,Cliffside Park Boro,2996.5,29,0.009772535804549287,NA,NA
2016,2016-17,03,Bergen,0890,Cliffside Park Boro,3072.5,76,0.025362923410645832,NA,NA
2017,2017-18,03,Bergen,0890,Cliffside Park Boro,3165,92.5,0.030105777054515892,NA,NA
2018,2018-19,03,Bergen,0890,Cliffside Park Boro,3153.5,-11.5,-0.0036334913112163747,NA,NA
2019,2019-20,03,Bergen,0890,Cliffside Park Boro,3190,36.5,0.011574441097193633,NA,NA
2020,2020-21,03,Bergen,0890,Cliffside Park School District,3113.5,-76.5,-0.023981191222570586,NA,NA
2021,2021-22,03,Bergen,0890,Cliffside Park School District,3002,-111.5,-0.03581178737754942,NA,NA
2022,2022-23,03,Bergen,0890,Cliffside Park School District,3066.5,64.5,0.021485676215856175,165.5,0.05704929334712161
2013,2013-14,03,Bergen,0930,Closter Boro,1118,NA,NA,NA,NA
2014,2014-15,03,Bergen,0930,Closter Boro,1111,-7,-0.0062611806797853164,NA,NA
2015,2015-16,03,Bergen,0930,Closter Boro,1119,8,0.007200720072007227,NA,NA
2016,2016-17,03,Bergen,0930,Closter Boro,1122,3,0.002680965147453085,NA,NA
2017,2017-18,03,Bergen,0930,Closter Boro,1170,48,0.04278074866310155,NA,NA
2018,2018-19,03,Bergen,0930,Closter Boro,1193,23,0.01965811965811959,NA,NA
2019,2019-20,03,Bergen,0930,Closter Boro,1195,2,0.0016764459346185756,NA,NA
2020,2020-21,03,Bergen,0930,Closter Public School District,1142,-53,-0.04435146443514648,NA,NA
2021,2021-22,03,Bergen,0930,Closter Public School District,1177,35,0.030647985989492144,NA,NA
2022,2022-23,03,Bergen,0930,Closter Public School District,1198,21,0.017841971112999122,80,0.07155635062611809
2013,2013-14,03,Bergen,0990,Cresskill Boro,1754.5,NA,NA,NA,NA
2014,2014-15,03,Bergen,0990,Cresskill Boro,1766,11.5,0.006554573952693099,NA,NA
2015,2015-16,03,Bergen,0990,Cresskill Boro,1789,23,0.013023782559456354,NA,NA
2016,2016-17,03,Bergen,0990,Cresskill Boro,1830,41,0.022917831190609306,NA,NA
2017,2017-18,03,Bergen,0990,Cresskill Boro,1842,12,0.006557377049180246,NA,NA
2018,2018-19,03,Bergen,0990,Cresskill Boro,1778,-64,-0.034744842562432154,NA,NA
2019,2019-20,03,Bergen,0990,Cresskill Boro,1793.5,15.5,0.008717660292463458,NA,NA
2020,2020-21,03,Bergen,0990,Cresskill Public School District,1775.5,-18,-0.010036241984945682,NA,NA
2021,2021-22,03,Bergen,0990,Cresskill Public School District,1743,-32.5,-0.018304702900591385,NA,NA
2022,2022-23,03,Bergen,0990,Cresskill Public School District,1679,-64,-0.03671830177854274,-75.5,-0.04303220290681109
2013,2013-14,03,Bergen,1070,Demarest Boro,685,NA,NA,NA,NA
2014,2014-15,03,Bergen,1070,Demarest Boro,678,-7,-0.010218978102189746,NA,NA
2015,2015-16,03,Bergen,1070,Demarest Boro,667,-11,-0.016224188790560423,NA,NA
2016,2016-17,03,Bergen,1070,Demarest Boro,665,-2,-0.0029985007496251548,NA,NA
2017,2017-18,03,Bergen,1070,Demarest Boro,677,12,0.018045112781954975,NA,NA
2018,2018-19,03,Bergen,1070,Demarest Boro,686,9,0.013293943870014813,NA,NA
2019,2019-20,03,Bergen,1070,Demarest Boro,701,15,0.02186588921282806,NA,NA
2020,2020-21,03,Bergen,1070,Demarest School District,691,-10,-0.014265335235377985,NA,NA
2021,2021-22,03,Bergen,1070,Demarest School District,705,14,0.02026049204052094,NA,NA
2022,2022-23,03,Bergen,1070,Demarest School District,763,58,0.08226950354609919,78,0.11386861313868613
2013,2013-14,03,Bergen,1130,Dumont Boro,2601,NA,NA,NA,NA
2014,2014-15,03,Bergen,1130,Dumont Boro,2568.5,-32.5,-0.012495194156093792,NA,NA
2015,2015-16,03,Bergen,1130,Dumont Boro,2532,-36.5,-0.014210628771656575,NA,NA
2016,2016-17,03,Bergen,1130,Dumont Boro,2475,-57,-0.02251184834123221,NA,NA
2017,2017-18,03,Bergen,1130,Dumont Boro,2487,12,0.00484848484848488,NA,NA
2018,2018-19,03,Bergen,1130,Dumont Boro,2469,-18,-0.007237635705669487,NA,NA
2019,2019-20,03,Bergen,1130,Dumont Boro,2517,48,0.019441069258809174,NA,NA
2020,2020-21,03,Bergen,1130,Dumont Public School District,2463,-54,-0.021454112038140627,NA,NA
2021,2021-22,03,Bergen,1130,Dumont Public School District,2474,11,0.004466098254161555,NA,NA
2022,2022-23,03,Bergen,1130,Dumont Public School District,2534.5,60.5,0.02445432497978972,-66.5,-0.025567089580930458
2013,2013-14,03,Bergen,1230,East Rutherford Boro,761,NA,NA,NA,NA
2014,2014-15,03,Bergen,1230,East Rutherford Boro,772,11,0.014454664914586024,NA,NA
2015,2015-16,03,Bergen,1230,East Rutherford Boro,826,54,0.06994818652849744,NA,NA
2016,2016-17,03,Bergen,1230,East Rutherford Boro,810,-16,-0.01937046004842613,NA,NA
2017,2017-18,03,Bergen,1230,East Rutherford Boro,819,9,0.011111111111111072,NA,NA
2018,2018-19,03,Bergen,1230,East Rutherford Boro,799,-20,-0.024420024420024444,NA,NA
2019,2019-20,03,Bergen,1230,East Rutherford Boro,772,-27,-0.03379224030037542,NA,NA
2020,2020-21,03,Bergen,1230,East Rutherford School District,763,-9,-0.011658031088082943,NA,NA
2021,2021-22,03,Bergen,1230,East Rutherford School District,721,-42,-0.05504587155963303,NA,NA
2022,2022-23,03,Bergen,1230,East Rutherford School District,740,19,0.026352288488210807,-21,-0.02759526938239154
2013,2013-14,03,Bergen,1270,Edgewater Boro,603,NA,NA,NA,NA
2014,2014-15,03,Bergen,1270,Edgewater Boro,913,310,0.5140961857379769,NA,NA
2015,2015-16,03,Bergen,1270,Edgewater Boro,917,4,0.004381161007666945,NA,NA
2016,2016-17,03,Bergen,1270,Edgewater Boro,920,3,0.0032715376226826187,NA,NA
2017,2017-18,03,Bergen,1270,Edgewater Boro,956,36,0.03913043478260869,NA,NA
2018,2018-19,03,Bergen,1270,Edgewater Boro,1001,45,0.04707112970711291,NA,NA
2019,2019-20,03,Bergen,1270,Edgewater Boro,946,-55,-0.05494505494505497,NA,NA
2020,2020-21,03,Bergen,1270,Edgewater School District,679,-267,-0.2822410147991543,NA,NA
2021,2021-22,03,Bergen,1270,Edgewater School District,667,-12,-0.0176730486008837,NA,NA
2022,2022-23,03,Bergen,1270,Edgewater School District,659,-8,-0.01199400299850073,56,0.09286898839137647
2013,2013-14,03,Bergen,1345,Elmwood Park,2521,NA,NA,NA,NA
2014,2014-15,03,Bergen,1345,Elmwood Park,2417.5,-103.5,-0.04105513685045614,NA,NA
2015,2015-16,03,Bergen,1345,Elmwood Park,2525,107.5,0.04446742502585321,NA,NA
2016,2016-17,03,Bergen,1345,Elmwood Park,2599,74,0.029306930693069333,NA,NA
2017,2017-18,03,Bergen,1345,Elmwood Park,2578,-21,-0.00808003078106967,NA,NA
2018,2018-19,03,Bergen,1345,Elmwood Park,2549,-29,-0.011249030256012427,NA,NA
2019,2019-20,03,Bergen,1345,Elmwood Park,2579.5,30.5,0.011965476657512797,NA,NA
2020,2020-21,03,Bergen,1345,Elmwood Park School District,2522,-57.5,-0.022291141694126715,NA,NA
2021,2021-22,03,Bergen,1345,Elmwood Park School District,2490.5,-31.5,-0.01249008723235523,NA,NA
2022,2022-23,03,Bergen,1345,Elmwood Park School District,2525,34.5,0.013852640032122165,4,0.0015866719555732711
2013,2013-14,03,Bergen,1360,Emerson Boro,1199,NA,NA,NA,NA
2014,2014-15,03,Bergen,1360,Emerson Boro,1204,5,0.00417014178482078,NA,NA
2015,2015-16,03,Bergen,1360,Emerson Boro,1174,-30,-0.02491694352159468,NA,NA
2016,2016-17,03,Bergen,1360,Emerson Boro,1149,-25,-0.021294718909710353,NA,NA
2017,2017-18,03,Bergen,1360,Emerson Boro,1127,-22,-0.019147084421235805,NA,NA
2018,2018-19,03,Bergen,1360,Emerson Boro,1114,-13,-0.011535048802129522,NA,NA
2019,2019-20,03,Bergen,1360,Emerson Boro,1100,-14,-0.012567324955116699,NA,NA
2020,2020-21,03,Bergen,1360,Emerson Public School District,1027,-73,-0.0663636363636364,NA,NA
2021,2021-22,03,Bergen,1360,Emerson Public School District,1056.5,29.5,0.028724440116845162,NA,NA
2022,2022-23,03,Bergen,1360,Emerson Public School District,1055,-1.5,-0.0014197823000473564,-144,-0.12010008340283573
2013,2013-14,03,Bergen,1370,Englewood City,3026.5,NA,NA,NA,NA
2014,2014-15,03,Bergen,1370,Englewood City,3092,65.5,0.021642160911944597,NA,NA
2015,2015-16,03,Bergen,1370,Englewood City,3102,10,0.0032341526520052177,NA,NA
2016,2016-17,03,Bergen,1370,Englewood City,3070.5,-31.5,-0.01015473887814311,NA,NA
2017,2017-18,03,Bergen,1370,Englewood City,3032.5,-38,-0.012375834554632759,NA,NA
2018,2018-19,03,Bergen,1370,Englewood City,3015,-17.5,-0.00577081615828523,NA,NA
2019,2019-20,03,Bergen,1370,Englewood City,2986.5,-28.5,-0.009452736318407928,NA,NA
2020,2020-21,03,Bergen,1370,Englewood Public School District,2950.5,-36,-0.012054244098443023,NA,NA
2021,2021-22,03,Bergen,1370,Englewood Public School District,2808.5,-142,-0.0481274360277919,NA,NA
2022,2022-23,03,Bergen,1370,Englewood Public School District,2864.5,56,0.01993946946768732,-162,-0.0535271766066413
2013,2013-14,03,Bergen,1380,Englewood Cliffs Boro,509,NA,NA,NA,NA
2014,2014-15,03,Bergen,1380,Englewood Cliffs Boro,547,38,0.07465618860510803,NA,NA
2015,2015-16,03,Bergen,1380,Englewood Cliffs Boro,548,1,0.001828153564899404,NA,NA
2016,2016-17,03,Bergen,1380,Englewood Cliffs Boro,527,-21,-0.038321167883211715,NA,NA
2017,2017-18,03,Bergen,1380,Englewood Cliffs Boro,498,-29,-0.05502846299810249,NA,NA
2018,2018-19,03,Bergen,1380,Englewood Cliffs Boro,491,-7,-0.014056224899598346,NA,NA
2019,2019-20,03,Bergen,1380,Englewood Cliffs Boro,483,-8,-0.016293279022403295,NA,NA
2020,2020-21,03,Bergen,1380,Englewood Cliffs School District,431,-52,-0.10766045548654246,NA,NA
2021,2021-22,03,Bergen,1380,Englewood Cliffs School District,403,-28,-0.06496519721577731,NA,NA
2022,2022-23,03,Bergen,1380,Englewood Cliffs School District,391,-12,-0.02977667493796521,-118,-0.23182711198428296
2013,2013-14,03,Bergen,1450,Fair Lawn Boro,4653.5,NA,NA,NA,NA
2014,2014-15,03,Bergen,1450,Fair Lawn Boro,4701,47.5,0.010207370796174953,NA,NA
2015,2015-16,03,Bergen,1450,Fair Lawn Boro,4787.5,86.5,0.01840034035311633,NA,NA
2016,2016-17,03,Bergen,1450,Fair Lawn Boro,4878,90.5,0.018903394255874728,NA,NA
2017,2017-18,03,Bergen,1450,Fair Lawn Public Schools,4968,90,0.01845018450184499,NA,NA
2018,2018-19,03,Bergen,1450,Fair Lawn Boro,5076.5,108.5,0.021839774557165903,NA,NA
2019,2019-20,03,Bergen,1450,Fair Lawn Public Schools,5216,139.5,0.027479562690830406,NA,NA
2020,2020-21,03,Bergen,1450,Fair Lawn Public School District,5251,35,0.006710122699386423,NA,NA
2021,2021-22,03,Bergen,1450,Fair Lawn Public School District,5323.5,72.5,0.013806893924966701,NA,NA
2022,2022-23,03,Bergen,1450,Fair Lawn Public School District,5462,138.5,0.02601671832441066,808.5,0.17374019555173525
2013,2013-14,03,Bergen,1470,Fairview Boro,1269,NA,NA,NA,NA
2014,2014-15,03,Bergen,1470,Fairview Boro,1311,42,0.03309692671394804,NA,NA
2015,2015-16,03,Bergen,1470,Fairview Boro,1333,22,0.016781083142639153,NA,NA
2016,2016-17,03,Bergen,1470,Fairview Boro,1388,55,0.041260315078769594,NA,NA
2017,2017-18,03,Bergen,1470,Fairview Boro,1445,57,0.04106628242074928,NA,NA
2018,2018-19,03,Bergen,1470,Fairview Boro,1490,45,0.03114186851211076,NA,NA
2019,2019-20,03,Bergen,1470,Fairview Boro,1536,46,0.03087248322147662,NA,NA
2020,2020-21,03,Bergen,1470,Fairview Public School District,1521,-15,-0.009765625,NA,NA
2021,2021-22,03,Bergen,1470,Fairview Public School District,1529,8,0.005259697567389976,NA,NA
2022,2022-23,03,Bergen,1470,Fairview Public School District,1540,11,0.007194244604316502,271,0.2135539795114263
2013,2013-14,03,Bergen,1550,Fort Lee Boro,3766,NA,NA,NA,NA
2014,2014-15,03,Bergen,1550,Fort Lee Boro,3735,-31,-0.008231545406266583,NA,NA
2015,2015-16,03,Bergen,1550,Fort Lee Boro,3723.5,-11.5,-0.003078982597054858,NA,NA
2016,2016-17,03,Bergen,1550,Fort Lee Boro,3813.5,90,0.024170807036390407,NA,NA
2017,2017-18,03,Bergen,1550,Fort Lee Boro,3906,92.5,0.024255932870066887,NA,NA
2018,2018-19,03,Bergen,1550,Fort Lee Boro,4061,155,0.039682539682539764,NA,NA
2019,2019-20,03,Bergen,1550,Fort Lee Boro,4142,81,0.019945826151194224,NA,NA
2020,2020-21,03,Bergen,1550,Fort Lee School District,4078,-64,-0.015451472718493453,NA,NA
2021,2021-22,03,Bergen,1550,Fort Lee School District,4030,-48,-0.011770475723393847,NA,NA
2022,2022-23,03,Bergen,1550,Fort Lee School District,3992,-38,-0.009429280397022288,226,0.06001062134891133
2013,2013-14,03,Bergen,1580,Franklin Lakes Boro,1276,NA,NA,NA,NA
2014,2014-15,03,Bergen,1580,Franklin Lakes Boro,1224,-52,-0.040752351097178674,NA,NA
2015,2015-16,03,Bergen,1580,Franklin Lakes Boro,1173,-51,-0.04166666666666663,NA,NA
2016,2016-17,03,Bergen,1580,Franklin Lakes Boro,1147,-26,-0.022165387894288124,NA,NA
2017,2017-18,03,Bergen,1580,Franklin Lakes Boro,1127,-20,-0.017436791630340065,NA,NA
2018,2018-19,03,Bergen,1580,Franklin Lakes Boro,1135,8,0.00709849157054121,NA,NA
2019,2019-20,03,Bergen,1580,Franklin Lakes Boro,1150,15,0.013215859030837107,NA,NA
2020,2020-21,03,Bergen,1580,Franklin Lakes School District,1160,10,0.008695652173912993,NA,NA
2021,2021-22,03,Bergen,1580,Franklin Lakes School District,1165,5,0.004310344827586299,NA,NA
2022,2022-23,03,Bergen,1580,Franklin Lakes School District,1212,47,0.040343347639484994,-64,-0.050156739811912265
2013,2013-14,03,Bergen,1700,Garfield City,4737,NA,NA,NA,NA
2014,2014-15,03,Bergen,1700,Garfield City,4877.5,140.5,0.0296601224403632,NA,NA
2015,2015-16,03,Bergen,1700,Garfield City,4777.5,-100,-0.02050230650948237,NA,NA
2016,2016-17,03,Bergen,1700,Garfield City,4771.5,-6,-0.0012558869701726483,NA,NA
2017,2017-18,03,Bergen,1700,Garfield City,4830,58.5,0.012260295504558316,NA,NA
2018,2018-19,03,Bergen,1700,Garfield City,4818,-12,-0.00248447204968949,NA,NA
2019,2019-20,03,Bergen,1700,Garfield City,4933,115,0.023868825238688274,NA,NA
2020,2020-21,03,Bergen,1700,Garfield Public School District,4715,-218,-0.04419217514696938,NA,NA
2021,2021-22,03,Bergen,1700,Garfield Public School District,4663,-52,-0.01102863202545068,NA,NA
2022,2022-23,03,Bergen,1700,Garfield Public School District,4696,33,0.0070769890628350485,-41,-0.00865526704665398
2013,2013-14,03,Bergen,1760,Glen Rock Boro,2388,NA,NA,NA,NA
2014,2014-15,03,Bergen,1760,Glen Rock Boro,2388,0,0,NA,NA
2015,2015-16,03,Bergen,1760,Glen Rock Boro,2417.5,29.5,0.012353433835845973,NA,NA
2016,2016-17,03,Bergen,1760,Glen Rock Boro,2443,25.5,0.010548086866597695,NA,NA
2017,2017-18,03,Bergen,1760,Glen Rock Boro,2510,67,0.027425296766270923,NA,NA
2018,2018-19,03,Bergen,1760,Glen Rock Boro,2504.5,-5.5,-0.002191235059760932,NA,NA
2019,2019-20,03,Bergen,1760,Glen Rock Boro,2528.5,24,0.009582751048113458,NA,NA
2020,2020-21,03,Bergen,1760,Glen Rock Public School District,2543,14.5,0.005734625271900384,NA,NA
2021,2021-22,03,Bergen,1760,Glen Rock Public School District,2554.5,11.5,0.004522217852929611,NA,NA
2022,2022-23,03,Bergen,1760,Glen Rock Public School District,2589,34.5,0.013505578391074469,201,0.08417085427135684
2013,2013-14,03,Bergen,1860,Hackensack City,5423.5,NA,NA,NA,NA
2014,2014-15,03,Bergen,1860,Hackensack City,5626.5,203,0.03742970406564017,NA,NA
2015,2015-16,03,Bergen,1860,Hackensack City,5624.5,-2,-3.554607660180009e-4,NA,NA
2016,2016-17,03,Bergen,1860,Hackensack City,5640.5,16,0.002844697306427335,NA,NA
2017,2017-18,03,Bergen,1860,Hackensack City,5663.5,23,0.0040776526903643084,NA,NA
2018,2018-19,03,Bergen,1860,Hackensack City,5740,76.5,0.013507548335834674,NA,NA
2019,2019-20,03,Bergen,1860,Hackensack City,5639.5,-100.5,-0.017508710801393712,NA,NA
2020,2020-21,03,Bergen,1860,Hackensack School District,5378,-261.5,-0.046369358985725695,NA,NA
2021,2021-22,03,Bergen,1860,Hackensack School District,5351.5,-26.5,-0.004927482335440714,NA,NA
2022,2022-23,03,Bergen,1860,Hackensack School District,5135,-216.5,-0.04045594693076704,-288.5,-0.05319443164008486
2013,2013-14,03,Bergen,2050,Harrington Park Boro,639,NA,NA,NA,NA
2014,2014-15,03,Bergen,2050,Harrington Park Boro,637,-2,-0.003129890453834161,NA,NA
2015,2015-16,03,Bergen,2050,Harrington Park Boro,633,-4,-0.006279434850863463,NA,NA
2016,2016-17,03,Bergen,2050,Harrington Park Boro,608,-25,-0.03949447077409163,NA,NA
2017,2017-18,03,Bergen,2050,Harrington Park Boro,608,0,0,NA,NA
2018,2018-19,03,Bergen,2050,Harrington Park Boro,601,-7,-0.011513157894736836,NA,NA
2019,2019-20,03,Bergen,2050,Harrington Park Boro,596,-5,-0.008319467554076532,NA,NA
2020,2020-21,03,Bergen,2050,Harrington Park School District,558,-38,-0.06375838926174493,NA,NA
2021,2021-22,03,Bergen,2050,Harrington Park School District,616,58,0.10394265232974909,NA,NA
2022,2022-23,03,Bergen,2050,Harrington Park School District,615,-1,-0.0016233766233766378,-24,-0.03755868544600938
2013,2013-14,03,Bergen,2080,Hasbrouck Heights Boro,1870,NA,NA,NA,NA
2014,2014-15,03,Bergen,2080,Hasbrouck Heights Boro,1871.5,1.5,8.021390374330917e-4,NA,NA
2015,2015-16,03,Bergen,2080,Hasbrouck Heights Boro,1864.5,-7,-0.0037403152551429564,NA,NA
2016,2016-17,03,Bergen,2080,Hasbrouck Heights Boro,1846,-18.5,-0.009922231161169193,NA,NA
2017,2017-18,03,Bergen,2080,Hasbrouck Heights Boro,1799.5,-46.5,-0.02518959913326113,NA,NA
2018,2018-19,03,Bergen,2080,Hasbrouck Heights Boro,1793,-6.5,-0.003612114476243433,NA,NA
2019,2019-20,03,Bergen,2080,Hasbrouck Heights Boro,1757,-36,-0.020078081427774674,NA,NA
2020,2020-21,03,Bergen,2080,Hasbrouck Heights School District,1700.5,-56.5,-0.03215708594194655,NA,NA
2021,2021-22,03,Bergen,2080,Hasbrouck Heights School District,1703.5,3,0.001764187003822304,NA,NA
2022,2022-23,03,Bergen,2080,Hasbrouck Heights School District,1709,5.5,0.0032286469034341625,-161,-0.08609625668449195
2013,2013-14,03,Bergen,2090,Haworth Boro,436,NA,NA,NA,NA
2014,2014-15,03,Bergen,2090,Haworth Boro,407,-29,-0.0665137614678899,NA,NA
