YEAR,YEAR_LONG,COUNTY_CODE,COUNTY_NAME,DISTRICT_CODE,DISTRICT_NAME,TOTAL_ENROLLMENT,PRE_K_FULL_ENROLLMENT,PRE_K_HALF_ENROLLMENT,PRE_K_ENROLLMENT,K_12_ENROLLMENT,CHG_TOTAL_ENROLLMENT,PCT_CHG_TOTAL_ENROLLMENT,CHG_K_12_ENROLLMENT,PCT_CHG_K_12_ENROLLMENT,CHG_10Y_TOTAL_ENROLLMENT,CHG_10Y_K_12_ENROLLMENT,PCT_CHG_10Y_TOTAL_ENROLLMENT,PCT_CHG_10Y_K_12_ENROLLMENT
2020,2020-21,25,Monmouth,0225,Bayshore Jointure Commission School District,52,0,0,0,52,0,0,0,0,NA,NA,NA,NA
2021,2021-22,25,Monmouth,0225,Bayshore Jointure Commission School District,56,0,0,0,56,4,0.07692307692307687,4,0.07692307692307687,NA,NA,NA,NA
2022,2022-23,25,Monmouth,0225,Bayshore Jointure Commission School District,55,0,0,0,55,-1,-0.017857142857142905,-1,-0.017857142857142905,9,9,0.19565217391304346,0.19565217391304346
2012,2012-13,25,Monmouth,0270,Belmar Board Of Education,568,8,21,29,539,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,25,Monmouth,0270,Belmar Boro,561,11,29,40,521,-7,-0.01232394366197187,-18,-0.033395176252319136,NA,NA,NA,NA
2014,2014-15,25,Monmouth,0270,Belmar Boro,533,12,21,33,500,-28,-0.04991087344028522,-21,-0.040307101727447225,NA,NA,NA,NA
2015,2015-16,25,Monmouth,0270,Belmar Boro,556,29,0,29,527,23,0.04315196998123838,27,0.05400000000000005,NA,NA,NA,NA
2016,2016-17,25,Monmouth,0270,Belmar Boro,534,29,0,29,505,-22,-0.03956834532374098,-22,-0.04174573055028463,NA,NA,NA,NA
2017,2017-18,25,Monmouth,0270,Belmar Boro,517,32,0,32,485,-17,-0.03183520599250933,-20,-0.03960396039603964,NA,NA,NA,NA
2018,2018-19,25,Monmouth,0270,Belmar Boro,466,31,0,31,435,-51,-0.09864603481624756,-50,-0.1030927835051546,NA,NA,NA,NA
2019,2019-20,25,Monmouth,0270,Belmar Boro,486,52,0,52,434,20,0.0429184549356223,-1,-0.0022988505747126853,NA,NA,NA,NA
2020,2020-21,25,Monmouth,0270,Belmar Elementary School District,437,54,0,54,383,-49,-0.10082304526748975,-51,-0.11751152073732718,NA,NA,NA,NA
2021,2021-22,25,Monmouth,0270,Belmar Elementary School District,398,45,0,45,353,-39,-0.08924485125858128,-30,-0.07832898172323755,NA,NA,NA,NA
2022,2022-23,25,Monmouth,0270,Belmar Elementary School District,394,54,0,54,340,-4,-0.01005025125628145,-13,-0.03682719546742208,-174,-199,-0.3063380281690141,-0.3692022263450835
2012,2012-13,25,Monmouth,0500,Bradley Beach Elementary School,285,0,14,14,271,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,25,Monmouth,0500,Bradley Beach Boro,295,0,19,19,276,10,0.03508771929824572,5,0.01845018450184499,NA,NA,NA,NA
2014,2014-15,25,Monmouth,0500,Bradley Beach Boro,283,0,8,8,275,-12,-0.04067796610169494,-1,-0.0036231884057971175,NA,NA,NA,NA
2015,2015-16,25,Monmouth,0500,Bradley Beach Boro,295,11,0,11,284,12,0.042402826855123754,9,0.032727272727272716,NA,NA,NA,NA
2016,2016-17,25,Monmouth,0500,Bradley Beach Boro,287,12,0,12,275,-8,-0.027118644067796627,-9,-0.03169014084507038,NA,NA,NA,NA
2017,2017-18,25,Monmouth,0500,Bradley Beach Boro,317,27,0,27,290,30,0.1045296167247387,15,0.05454545454545445,NA,NA,NA,NA
2018,2018-19,25,Monmouth,0500,Bradley Beach Boro,253,15,0,15,238,-64,-0.20189274447949523,-52,-0.17931034482758623,NA,NA,NA,NA
2019,2019-20,25,Monmouth,0500,Bradley Beach Boro,274,28,0,28,246,21,0.08300395256916993,8,0.03361344537815136,NA,NA,NA,NA
2020,2020-21,25,Monmouth,0500,Bradley Beach School District,261,25,0,25,236,-13,-0.04744525547445255,-10,-0.04065040650406504,NA,NA,NA,NA
2021,2021-22,25,Monmouth,0500,Bradley Beach School District,207,0,0,0,207,-54,-0.2068965517241379,-29,-0.1228813559322034,NA,NA,NA,NA
2022,2022-23,25,Monmouth,0500,Bradley Beach School District,205,29,0,29,176,-2,-0.009661835748792313,-31,-0.1497584541062802,-80,-95,-0.2807017543859649,-0.3505535055350554
2012,2012-13,25,Monmouth,0560,Brielle Boro,599,0,21,21,578,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,25,Monmouth,0560,Brielle Boro,566,0,9,9,557,-33,-0.05509181969949917,-21,-0.03633217993079585,NA,NA,NA,NA
2014,2014-15,25,Monmouth,0560,Brielle Boro,560,0,12,12,548,-6,-0.010600706713780883,-9,-0.016157989228007152,NA,NA,NA,NA
2015,2015-16,25,Monmouth,0560,Brielle Boro,551,1,14,15,536,-9,-0.016071428571428625,-12,-0.021897810218978075,NA,NA,NA,NA
2016,2016-17,25,Monmouth,0560,Brielle Boro,542,2,12,14,528,-9,-0.016333938294010864,-8,-0.014925373134328401,NA,NA,NA,NA
2017,2017-18,25,Monmouth,0560,Brielle Boro,535,0,18,18,517,-7,-0.01291512915129156,-11,-0.02083333333333337,NA,NA,NA,NA
2018,2018-19,25,Monmouth,0560,Brielle Boro,525,0,20,20,505,-10,-0.01869158878504673,-12,-0.023210831721469982,NA,NA,NA,NA
2019,2019-20,25,Monmouth,0560,Brielle Boro,516,0,21,21,495,-9,-0.017142857142857126,-10,-0.01980198019801982,NA,NA,NA,NA
2020,2020-21,25,Monmouth,0560,Brielle Boro School District,509,0,16,16,493,-7,-0.013565891472868241,-2,-0.004040404040404066,NA,NA,NA,NA
2021,2021-22,25,Monmouth,0560,Brielle Boro School District,503,0,16,16,487,-6,-0.011787819253438081,-6,-0.012170385395537497,NA,NA,NA,NA
2022,2022-23,25,Monmouth,0560,Brielle Boro School District,487,1,15,16,471,-16,-0.031809145129224614,-16,-0.03285420944558526,-112,-107,-0.1869782971619366,-0.18512110726643594
2012,2012-13,25,Monmouth,0945,Colts Neck Township School District,1097,0,31,31,1066,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,25,Monmouth,0945,Colts Neck Twp,998,0,28,28,970,-99,-0.09024612579762992,-96,-0.09005628517823638,NA,NA,NA,NA
2014,2014-15,25,Monmouth,0945,Colts Neck Twp,952,0,19,19,933,-46,-0.04609218436873752,-37,-0.03814432989690719,NA,NA,NA,NA
2015,2015-16,25,Monmouth,0945,Colts Neck Twp,955,43,13,56,899,3,0.0031512605042016695,-34,-0.03644158628081462,NA,NA,NA,NA
2016,2016-17,25,Monmouth,0945,Colts Neck Twp,942,60,25,85,857,-13,-0.013612565445026203,-42,-0.04671857619577313,NA,NA,NA,NA
2017,2017-18,25,Monmouth,0945,Colts Neck Twp,956,63,29,92,864,14,0.014861995753715496,7,0.008168028004667427,NA,NA,NA,NA
2018,2018-19,25,Monmouth,0945,Colts Neck Twp,971,49,31,80,891,15,0.01569037656903771,27,0.03125,NA,NA,NA,NA
2019,2019-20,25,Monmouth,0945,Colts Neck Twp,988,58,24,82,906,17,0.01750772399588052,15,0.01683501683501687,NA,NA,NA,NA
2020,2020-21,25,Monmouth,0945,Colts Neck Township School District,950,42,7,49,901,-38,-0.038461538461538436,-5,-0.0055187637969095205,NA,NA,NA,NA
2021,2021-22,25,Monmouth,0945,Colts Neck Township School District,1008,54,0,54,954,58,0.06105263157894747,53,0.05882352941176472,NA,NA,NA,NA
2022,2022-23,25,Monmouth,0945,Colts Neck Township School District,1000,32,0,32,968,-8,-0.007936507936507908,14,0.01467505241090139,-97,-98,-0.08842297174111213,-0.09193245778611636
2012,2012-13,25,Monmouth,1000,Deal Elementary School,149,0,0,0,149,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,25,Monmouth,1000,Deal Boro,155,0,0,0,155,6,0.04026845637583887,6,0.04026845637583887,NA,NA,NA,NA
2014,2014-15,25,Monmouth,1000,Deal Boro,163,0,0,0,163,8,0.05161290322580636,8,0.05161290322580636,NA,NA,NA,NA
2015,2015-16,25,Monmouth,1000,Deal Boro,165,0,0,0,165,2,0.012269938650306678,2,0.012269938650306678,NA,NA,NA,NA
2016,2016-17,25,Monmouth,1000,Deal Boro,165,0,0,0,165,0,0,0,0,NA,NA,NA,NA
2017,2017-18,25,Monmouth,1000,Deal Boro,165,0,0,0,165,0,0,0,0,NA,NA,NA,NA
2018,2018-19,25,Monmouth,1000,Deal Boro,169,0,0,0,169,4,0.024242424242424176,4,0.024242424242424176,NA,NA,NA,NA
2019,2019-20,25,Monmouth,1000,Deal Boro,161,0,0,0,161,-8,-0.047337278106508895,-8,-0.047337278106508895,NA,NA,NA,NA
2020,2020-21,25,Monmouth,1000,Deal Boro School District,156,0,0,0,156,-5,-0.03105590062111796,-5,-0.03105590062111796,NA,NA,NA,NA
2021,2021-22,25,Monmouth,1000,Deal Boro School District,157,0,0,0,157,1,0.0064102564102563875,1,0.0064102564102563875,NA,NA,NA,NA
2022,2022-23,25,Monmouth,1000,Deal Boro School District,159,0,0,0,159,2,0.01273885350318471,2,0.01273885350318471,10,10,0.06711409395973145,0.06711409395973145
2012,2012-13,25,Monmouth,1260,Eatontown Public Schools,1070,0,20,20,1050,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,25,Monmouth,1260,Eatontown Boro,1062,0,25,25,1037,-8,-0.00747663551401867,-13,-0.012380952380952381,NA,NA,NA,NA
2014,2014-15,25,Monmouth,1260,Eatontown Boro,1050,4,31,35,1015,-12,-0.011299435028248594,-22,-0.02121504339440694,NA,NA,NA,NA
2015,2015-16,25,Monmouth,1260,Eatontown Boro,1050,1,32,33,1017,0,0,2,0.0019704433497536034,NA,NA,NA,NA
2016,2016-17,25,Monmouth,1260,Eatontown Boro,1032,0,31,31,1001,-18,-0.017142857142857126,-16,-0.015732546705997996,NA,NA,NA,NA
2017,2017-18,25,Monmouth,1260,Eatontown Boro,987,0,35,35,952,-45,-0.043604651162790664,-49,-0.04895104895104896,NA,NA,NA,NA
2018,2018-19,25,Monmouth,1260,Eatontown Boro,943,6,25,31,912,-44,-0.04457953394123604,-40,-0.04201680672268904,NA,NA,NA,NA
2019,2019-20,25,Monmouth,1260,Eatontown Boro,960,27,1,28,932,17,0.018027571580063517,20,0.021929824561403466,NA,NA,NA,NA
2020,2020-21,25,Monmouth,1260,Eatontown Public School District,973,69,0,69,904,13,0.013541666666666563,-28,-0.030042918454935674,NA,NA,NA,NA
2021,2021-22,25,Monmouth,1260,Eatontown Public School District,948,117,0,117,831,-25,-0.025693730729701936,-73,-0.08075221238938057,NA,NA,NA,NA
2022,2022-23,25,Monmouth,1260,Eatontown Public School District,966,120,0,120,846,18,0.018987341772152,15,0.018050541516245522,-104,-204,-0.09719626168224305,-0.19428571428571428
2012,2012-13,25,Monmouth,1440,Fair Haven School District,1041,0,23,23,1018,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,25,Monmouth,1440,Fair Haven Boro,1016,0,20,20,996,-25,-0.0240153698366955,-22,-0.0216110019646365,NA,NA,NA,NA
2014,2014-15,25,Monmouth,1440,Fair Haven Boro,1006,0,27,27,979,-10,-0.009842519685039353,-17,-0.017068273092369468,NA,NA,NA,NA
2015,2015-16,25,Monmouth,1440,Fair Haven Boro,1012,0,27,27,985,6,0.005964214711729587,6,0.006128702757916216,NA,NA,NA,NA
2016,2016-17,25,Monmouth,1440,Fair Haven Boro,1022,0,26,26,996,10,0.009881422924901129,11,0.01116751269035543,NA,NA,NA,NA
2017,2017-18,25,Monmouth,1440,Fair Haven Boro,992,0,24,24,968,-30,-0.02935420743639927,-28,-0.028112449799196804,NA,NA,NA,NA
2018,2018-19,25,Monmouth,1440,Fair Haven Boro,965,0,29,29,936,-27,-0.027217741935483875,-32,-0.03305785123966942,NA,NA,NA,NA
2019,2019-20,25,Monmouth,1440,Fair Haven Boro,989,0,29,29,960,24,0.024870466321243567,24,0.02564102564102555,NA,NA,NA,NA
2020,2020-21,25,Monmouth,1440,Fair Haven School District,970,0,23,23,947,-19,-0.01921132457027297,-13,-0.013541666666666674,NA,NA,NA,NA
2021,2021-22,25,Monmouth,1440,Fair Haven School District,979,0,28,28,951,9,0.009278350515463885,4,0.004223864836325308,NA,NA,NA,NA
2022,2022-23,25,Monmouth,1440,Fair Haven School District,962,0,29,29,933,-17,-0.01736465781409602,-18,-0.018927444794952675,-79,-85,-0.07588856868395777,-0.08349705304518662
2012,2012-13,25,Monmouth,1490,Farmingdale Board Of Education,150,0,8,8,142,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,25,Monmouth,1490,Farmingdale Boro,148,0,4,4,144,-2,-0.013333333333333308,2,0.014084507042253502,NA,NA,NA,NA
2014,2014-15,25,Monmouth,1490,Farmingdale Boro,165,0,10,10,155,17,0.11486486486486491,11,0.07638888888888884,NA,NA,NA,NA
2015,2015-16,25,Monmouth,1490,Farmingdale Boro,168,0,16,16,152,3,0.018181818181818077,-3,-0.01935483870967747,NA,NA,NA,NA
2016,2016-17,25,Monmouth,1490,Farmingdale Boro,161,2,13,15,146,-7,-0.04166666666666663,-6,-0.03947368421052633,NA,NA,NA,NA
2017,2017-18,25,Monmouth,1490,Farmingdale Boro,156,2,3,5,151,-5,-0.03105590062111796,5,0.03424657534246567,NA,NA,NA,NA
2018,2018-19,25,Monmouth,1490,Farmingdale Boro,155,1,9,10,145,-1,-0.0064102564102563875,-6,-0.039735099337748325,NA,NA,NA,NA
2019,2019-20,25,Monmouth,1490,Farmingdale Boro,162,14,5,19,143,7,0.04516129032258065,-2,-0.01379310344827589,NA,NA,NA,NA
2020,2020-21,25,Monmouth,1490,Farmingdale Public School District,160,21,0,21,139,-2,-0.012345679012345734,-4,-0.027972027972028024,NA,NA,NA,NA
2021,2021-22,25,Monmouth,1490,Farmingdale Public School District,159,19,0,19,140,-1,-0.006249999999999978,1,0.007194244604316502,NA,NA,NA,NA
2022,2022-23,25,Monmouth,1490,Farmingdale Public School District,163,22,0,22,141,4,0.02515723270440251,1,0.0071428571428571175,13,-1,0.08666666666666667,-0.007042253521126751
2012,2012-13,25,Monmouth,1640,Freehold Borough Public Schools,1481,0,23,23,1458,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,25,Monmouth,1640,Freehold Boro,1563,2,46,48,1515,82,0.055367994598244374,57,0.039094650205761416,NA,NA,NA,NA
2014,2014-15,25,Monmouth,1640,Freehold Boro,1628,0,57,57,1571,65,0.04158669225847733,56,0.03696369636963692,NA,NA,NA,NA
2015,2015-16,25,Monmouth,1640,Freehold Boro,1702,74,20,94,1608,74,0.045454545454545414,37,0.02355187778485046,NA,NA,NA,NA
2016,2016-17,25,Monmouth,1640,Freehold Boro,1677,76,0,76,1601,-25,-0.014688601645123422,-7,-0.0043532338308457375,NA,NA,NA,NA
2017,2017-18,25,Monmouth,1640,Freehold Boro,1680,79,0,79,1601,3,0.0017889087656528524,0,0,NA,NA,NA,NA
2018,2018-19,25,Monmouth,1640,Freehold Boro,1666,81,0,81,1585,-14,-0.008333333333333304,-16,-0.009993753903810076,NA,NA,NA,NA
2019,2019-20,25,Monmouth,1640,Freehold Boro,1644,79,0,79,1565,-22,-0.013205282112845107,-20,-0.012618296529968487,NA,NA,NA,NA
2020,2020-21,25,Monmouth,1640,Freehold Borough School District,1638,88,0,88,1550,-6,-0.0036496350364964014,-15,-0.009584664536741228,NA,NA,NA,NA
2021,2021-22,25,Monmouth,1640,Freehold Borough School District,1598,88,0,88,1510,-40,-0.024420024420024444,-40,-0.02580645161290318,NA,NA,NA,NA
2022,2022-23,25,Monmouth,1640,Freehold Borough School District,1622,96,0,96,1526,24,0.015018773466833446,16,0.01059602649006619,141,68,0.09520594193112752,0.04663923182441709
2012,2012-13,25,Monmouth,1650,Freehold Regional High School District,11446.5,0,0,0,11446.5,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,25,Monmouth,1650,Freehold Regional,11270.5,0,0,0,11270.5,-176,-0.01537587908967808,-176,-0.01537587908967808,NA,NA,NA,NA
2014,2014-15,25,Monmouth,1650,Freehold Regional,11133,0,0,0,11133,-137.5,-0.012199991127279208,-137.5,-0.012199991127279208,NA,NA,NA,NA
2015,2015-16,25,Monmouth,1650,Freehold Regional,10976,0,0,0,10976,-157,-0.014102218629300278,-157,-0.014102218629300278,NA,NA,NA,NA
2016,2016-17,25,Monmouth,1650,Freehold Regional,10813,0,0,0,10813,-163,-0.01485058309037901,-163,-0.01485058309037901,NA,NA,NA,NA
2017,2017-18,25,Monmouth,1650,Freehold Regional,10668.5,0,0,0,10668.5,-144.5,-0.013363543882363826,-144.5,-0.013363543882363826,NA,NA,NA,NA
2018,2018-19,25,Monmouth,1650,Freehold Regional,10532.5,0,0,0,10532.5,-136,-0.01274780897033323,-136,-0.01274780897033323,NA,NA,NA,NA
2019,2019-20,25,Monmouth,1650,Freehold Regional,10449,0,0,0,10449,-83.5,-0.007927842392594364,-83.5,-0.007927842392594364,NA,NA,NA,NA
2020,2020-21,25,Monmouth,1650,Freehold Regional High School District,10260,0,0,0,10260,-189,-0.018087855297157618,-189,-0.018087855297157618,NA,NA,NA,NA
